dam_name,longitude,latitude
EAST LOCUST CREEK WATERSHED DAM E-116,-93.11,40.103
SIDWELL DAM,-92.5801,40.4215
WEST FORK BIG CREEK DAM B- 96,-94.0398,40.3767
A DAM,-93.1025,40.3766
MECHLIN,-92.7037,39.056
TROUBLESOME CREEK WATERSHED DAM S- 31,-91.9008,40.0614
BIG CREEK-HURRICANE CREEK M- 23,-93.4719,39.5972
TROUBLESOME CREEK WATERSHED DAM S- 32,-91.9044,40.0543
HICKORY CREEK WATERSHED STRUCTURE H-  9A,-94.3938,36.8495
MILLER DAM,-92.125,40.3861
MONITEAU CREEK WS DAM M- 92,-92.499,39.3199
CLARKKSON DAM,-92.354,40.0401
SCHNUCK,-92.58,38.9175
EAST LOCUST CREEK E-41,-93.0865,40.2719
UPPER LOCUST CREEK W- 48,-93.2067,40.5031
BIG CREEK-HURRICANE CREEK M-  8,-93.5207,39.6025
FOSTER DAM,-92.4411,39.7648
BROWN DAM,-92.7377,40.4936
CRIST DAM,-92.9157,40.0777
GRASSY CREEK WATERSHED DAM G- 76,-91.6605,39.9549
RUTH BRILL DAM,-92.5421,39.0475
TROUBLESOME CREEK WATERSHED DAM T- 62,-92.0616,40.1168
GRASSY CREEK WATERSHED DAM G- 73,-91.6886,39.9702
TROUBLESOME CREEK WATERSHED DAM S- 84,-91.7678,39.9594
MORRIS DAM,-92.7775,39.7986
WEST FORK BIG CREEK DAM P- 18,-93.9602,40.2478
DANUBE CORPORATION UPPER DAM,-92.0091,38.1963
BURTON DUENKE #3 DAM,-92.6968,38.1292
STROBEL LAKE DAM,-90.0312,37.0097
MOORE LAKE DAM,-90.1512,37.5789
CLOVER BOTTOM FISH FARM LAKE DAM,-91.138,38.4846
FASHING,-92.2496,39.279
SCOTT LAKE DAM,-91.9535,38.5383
HAILEY DAM,-92.6669,36.938
BURTON DUENKE #5 DAM,-92.6949,38.1296
BEN BRANCH DAM,-91.7911,38.5671
HARVEST ACRES DAM,-91.0136,38.8152
DICK PROCTOR LAKE DAM,-91.2884,39.0463
WOODVIEW ACRES DAM,-90.5704,38.4414
LAKE ASPEN DAM,-91.0407,38.7574
SCHMITT LAKE DAM,-91.041,38.6549
CALLAHAN CREEK WATERSHED B-3,-92.4586,39.0494
UNIMIN QUARRY DAM,-90.4616,38.2642
CHARLES WOOD LAKE 2,-94.1735,37.6275
RICEFIELD POND DAM,-89.288,36.7833
JOHN C. HILL LAKE DAM,-91.4418,38.6115
DUDENHOEFFER DAM,-91.8905,38.2738
MOORE LAKE DAM,-92.43,37.8633
ANICH DAM,-90.74,38.5535
WENDT LAKE DAM,-91.4204,36.5443
ROSENFELT DAM,-94.5694,38.8686
COLDWATER RANCH DAM,-91.3413,37.1937
ALPINE LAKE DAM,-91.0815,38.7492
KEY HARBOUR ESTATE DAM #1,-90.7847,38.7896
LOWER LITTLE BLACK G-2 DAM,-90.7338,36.5699
TRACE CREEK DAM,-90.1605,37.3186
HELMUT WEBER DAM,-91.5159,38.6709
ALTON BOX CLUB DAM,-91.4358,37.3267
ISP MINERALS PRIMARY DAM,-90.6963,37.351
ROCK LAKE VILLAGE DAM,-94.0729,38.8848
FOURCHE CREEK #11,-90.9957,36.5112
LAFAYETTE LAKE DAM,-92.8057,38.2529
MORSE MILL LAKE DAM,-90.6342,38.2749
OAKMONT RESORT DAM,-93.2748,36.5347
SONNENBLICK LAKE DAM,-91.0169,38.7487
FREEBIRD DAM,-92.2835,37.1386
LAKE LASATA DAM,-90.2331,37.997
WINEGAR LAKE DAM,-92.3972,38.4772
WILLIAMS LAKE DAM,-90.8796,38.2829
HOOPER DAM,-94.3498,39.8683
SELKEN LAKE,-93.1141,38.6741
GANDER DAM,-92.0339,39.8721
EVANS DAM,-91.8514,40.3159
LINDLEY TWP SITE CA-002-12,-93.6892,40.5356
DON NEWCOMB DAM,-92.4419,40.5593
WEST FORK BIG CREEK DAM B-119A,-94.0576,40.3322
HELMICK DAM,-92.5237,40.5863
WEST FORK BIG CREEK DAM B-117,-94.0519,40.3182
LAMBERT & TAYLOR NO 1,-94.266,40.5566
ROBERTS DAM,-92.5115,40.5407
TABO CREEK WATERSHED DAM B-22,-93.8718,39.0702
102 RIVER TRIBUTARIES DAM LT-47,-94.8675,40.4065
KROUSE DAM,-91.9005,40.5573
BOOTH DAM,-93.4766,40.2016
WILCOX DAM,-94.4526,39.4431
FOURCHE CREEK DAM  1,-91.0503,36.6358
MONITEAU CREEK WS DAM L-  2,-92.5853,39.1528
SEYB DAM,-91.7897,40.465
MCILWAINE FARM LAKE DAM,-94.1436,39.3881
WURTZBERGER DAM,-91.8658,40.2271
WEST FORK BIG CREEK DAM B- 99,-94.0648,40.3881
JJRP FARMS DAM,-92.0642,40.4279
MONITEAU CREEK WS DAM M- 43,-92.5351,39.1239
JOHN WILLIAMS DAM,-92.4703,40.1543
TROUBLESOME CREEK WATERSHED DAM T- 34,-92.1329,40.1772
KOCH DAM,-92.0413,40.5929
WITT DAM,-92.8264,39.8048
LARRY BAER DAM,-89.8421,37.6085
CRAMER,-93.659,39.2185
BIG CREEK-HURRICANE CREEK S-  6,-93.4521,39.4573
MONITEAU CREEK WS DAM M-100,-92.4599,39.3423
CLINT MESSNER,-94.8499,39.94
MAIN TRUST DAM,-92.9148,39.7822
BIG CREEK-HURRICANE CREEK S- 10,-93.4994,39.4501
UPPER LOCUST CREEK W- 29,-93.2247,40.5542
BIG CREEK-HURRICANE CREEK M- 18,-93.4913,39.632
VENA CLAPHAM,-93.4727,40.3115
KELLY DAM,-92.3553,40.2582
EAST LOCUST CREEK WATERSHED DAM E-86,-93.0739,40.1567
EAST LOCUST CREEK WATERSHED DAM E-29,-93.0714,40.3059
GRASSY CREEK WATERSHED DAM G- 88,-91.7283,39.9724
EAST LOCUST CREEK WATERSHED DAM E-125,-93.0802,40.078
SMALL-SMALL ROAD STRUCTURE,-92.4137,40.5276
STEVE BARMANN,-94.7771,40.2583
UPPER LITTLE BLACK WATERSHED DAM D- 3,-90.6716,36.704
MAPLE RIDGE DAM,-90.4137,36.8033
JUDEN,-89.5738,37.3629
ROLLING HILLS ESTATES LAKE DAM,-90.4855,36.7562
DEXTER NONAME,-89.9702,36.7964
SEASONS RIDGE GOLF COURSE DAM,-92.6578,38.1989
MCADAMS LAKE DAM,-90.8138,38.3718
WEST PEAK QUARRY DAM #1,-90.7068,37.3531
GARFIELD LAKE DAM,-94.3752,37.4413
SERGENT LAKE DAM,-93.1976,37.6248
BROWN,-91.9855,39.1342
JARVIS LAKE DAM,-91.3017,38.4454
NOVAK LAKE DAM,-91.5448,38.2356
BERG POND LAKE DAM,-90.8263,38.585
OWL CREEK ESTATES DAM #2,-91.1334,38.7634
BLANCHARD LAKE DAM,-94.1999,37.6411
MO NO NAME (INNSBROOK ESTATES),-91.048,38.7684
MISTLER LAKE DAM,-91.4669,38.3345
ROARING SPRINGS DAM/(DRY),-91.0861,38.2922
PARSONS LAKE DAM,-91.257,38.6874
CADET NO. 3 DAM,-90.6938,38.0065
FOURCHE CREEK #8 DAM,-90.9594,36.5633
PERKINS WEST LAKE DAM,-90.7983,38.2143
HALF-MOON LAKE DAM,-89.6945,36.1101
JACKSON+KELLER TRUST LAKE DAM-SOUTH,-93.1235,38.2586
CARTER LAKE DAM,-91.9933,39.1638
MILNER LAKE DAM,-90.6651,38.4924
HIDDEN HOLLOW FARM DAM,-90.5013,38.474
LAKE FOREST DAM #2,-90.4207,38.3282
MARSHALL LAKE DAM,-90.7612,38.2456
EMORY RANCH LAKE DAM,-93.2376,36.7305
DEL VISTA LAKE DAM,-91.0858,38.1092
CHARLES WOOD LAKE 1,-94.1886,37.6185
GAROFALO LAKE DAM,-91.4106,38.5082
BURTON DUENKE DAM #6,-92.7048,38.14
VAUGHN DEAY LAKE,-94.1766,37.5844
ED BAKER #2 LAKE DAM,-90.7096,36.8194
JACKSON LAKE DAM,-91.4345,38.4758
LANGKOP LAKE DAM,-92.8725,38.7121
LAKE IMHOFF DAM,-92.5114,38.6699
LAKE MAXWELL DAM,-91.9242,38.178
CITY OF CAPE GIRARDEAU DAM,-89.5773,37.3583
LEAKY LAKE DAM,-91.0649,38.5218
ECHO LAKE RANCH DAM,-90.5821,38.4527
SOUTH FORK BLACKWATER RIVER DAM A- 3,-94.0522,38.7835
LITTLE SNI-A-BAR CREEK DAM 30,-93.9081,39.1047
TROUBLESOME CREEK WATERSHED DAM R- 42,-91.6607,39.8956
TABO CREEK WATERSHED DAM E-23,-93.6547,39.1815
LARRY SUMMERS,-93.858,40.4678
CHARLES GENO FARM POND DAM,-91.1992,39.0499
EAST LOCUST CREEK WATERSHED DAM E-112,-93.087,40.1211
WEST FORK BIG CREEK DAM P- 36,-94.0388,40.2078
BENNETT DAM,-92.3725,40.583
BUCK & DOE RUN WATERSHED DAM 33,-91.564,40.2633
EAST LOCUST CREEK WATERSHED DAM E- 39,-93.0962,40.2871
E.BR SO FK BLACKWATER G-34,-94.0273,38.8316
BUCK & DOE RUN WATERSHED DAM 28,-91.5587,40.2084
GRINDSTONE-LOST-MUDDY WATERSHED DAM A- 11,-94.2872,39.8437
GARY COOK,-89.9618,37.4927
FORREST BYERGO STRUCTURE DAM,-94.7915,40.1475
GRIFFITH LAKE DAM,-91.3591,39.5789
WEST FORK BIG CREEK DAM B-122,-94.0839,40.2903
HOOVER-FRANKUM WATERSHED DAM LT-51,-95.1414,40.4355
TROUBLESOME CREEK WATERSHED DAM T- 27,-92.1518,40.2175
REID DAM,-91.6085,39.945
GRASSY CREEK WATERSHED DAM G- 38,-91.8317,40.0456
WEST FORK BIG CREEK DAM P- 29,-93.9661,40.315
UPPER LOCUST CREEK W- 17,-93.2007,40.5531
WEST FORK BIG CREEK DAM B-167,-94.1041,40.1681
WEST FORK BIG CREEK DAM P- 22,-93.9869,40.2465
STRONG DAM,-92.052,40.2761
TROUBLESOME CREEK WATERSHED DAM S- 91,-91.8023,39.9411
EAST LOCUST CREEK WATERSHED DAM E-90,-93.0687,40.188
TROUBLESOME CREEK WATERSHED DAM S- 65,-91.8389,40.011
IRENE HIDRITCH,-91.1472,38.5679
TROUBLESOME CREEK WATERSHED DAM S- 27,-91.8987,40.0885
TROUBLESOME CREEK WATERSHED DAM R- 35,-91.6762,39.9119
REYNOLDS DAM,-92.6433,40.528
TROUBLESOME CREEK WATERSHED DAM T- 42,-92.0571,40.1461
RUFKAHR DAM,-91.8044,39.1136
MONITEAU CREEK WS DAM M- 80,-92.4693,39.2813
MONITEAU CREEK WS DAM L- 11,-92.6043,39.1952
BROOKS DAM,-91.5974,39.1839
MONITEAU CREEK WS DAM H- 20,-92.5386,39.2321
KEITH ARNOLD,-94.9703,40.3872
EAST YELLOW CREEK B- 46,-92.9673,39.7415
LITTLE CLEARWATER LAKE DAM,-90.7481,37.1807
BROWN'S DAM #4,-95.5517,40.4072
JACKSON LAKE DAM,-92.4535,36.8302
ARMISTEAD DAM,-92.4028,37.8389
ISP MINERALS DAM,-90.6868,37.3565
WHITES LAKE DAM,-89.9233,36.9197
VANCAK LAKE DAM,-92.4633,37.7603
RENDLEMAN LAKE DAM,-89.9127,37.0179
LEGION LAKE DAM,-89.8738,37.7097
BEAVER LAKE,-90.6233,36.8002
MANITO DAM,-92.8069,38.592
LAKE KITZBUHL DAM,-91.0934,38.756
GRUHALA LAKE DAM,-90.4194,37.7106
YOUNG DAM,-92.1197,38.513
CHARLES WEST LAKE DAM,-90.9009,38.2305
VANCE LAKE DAM,-90.1623,37.5155
BOB RICE IRRIGATION DAM (NOT BUILT),-94.0827,37.5919
FREDDIES LAKE DAM,-92.5152,37.2777
STONEHENGE #1 DAM,-90.4978,38.4462
MO NO NAME (INNSBROOK ESTATES),-91.0545,38.7785
LAKE BOUTIN DAM,-89.4882,37.4519
MANLEY LAKE DAM,-90.4739,38.4441
TERRY JORDAN LAKE DAM,-91.5864,38.4583
MO NO NAME (INNSBROOK ESTATES),-91.0619,38.7726
ZOELLNER DAM,-90.0391,37.6549
SHADOW LAKE DAM,-92.2389,38.5547
BUMB LAKE DAM #3,-91.2759,38.8039
CALDWELL CO. SITE 002-1,-94.0936,39.6619
REDMAN LAKE DAM,-94.1753,39.5846
GARDNER FARMS LAKE DAM,-94.565,37.4351
UPPER LITTLE BLACK A-2,-90.6755,36.7677
KOZICKOWSKI DAM,-90.7317,36.8511
BRADY LAKE DAM,-92.4258,37.5539
LITTLE OTTER CREEK LO-1 LAKE DAM,-93.9467,39.7026
CEDAR LAKE DAM,-90.827,38.5978
SPRING ROCK LAKE DAM,-92.4006,38.4838
MORGAN LAKE DAM,-94.1133,39.5463
HOUSKA-VEHIGE DAM,-91.5473,38.7366
MICHAEL GALLAGHER LAKE DAM,-90.4705,38.4822
LUECKER LAKE DAM,-91.1542,38.5228
VANLOO LAKE DAM,-92.1416,38.4963
RICE LAKE DAM WEST,-89.8723,36.9965
LAKE ALEXANDER DAM,-93.3565,40.4147
BROWN'S DAM #3,-95.5507,40.4069
FIELDS LAKE DAM,-94.0348,39.5944
GRINDSTONE-LOST-MUDDY WATERSHED DAM C- 22,-94.4817,40.063
ATHA DAM,-92.8145,39.8868
MINTER DAM,-92.5321,40.5178
SHAHAN DAM,-92.521,40.1494
DURGENS CREEK WATERSHED DAM LT-104,-91.5637,39.9963
MOSER DAM,-91.5519,39.9303
PRATT DAM,-94.5149,40.1759
LOGAN LINVILLE STRUCTURE DAM,-95.012,40.3021
WEST FORK BIG CREEK DAM B-125,-94.0884,40.286
WILLOW CREEK WATERSHED DAM A- 23,-94.0164,39.257
WEST FORK BIG CREEK DAM B-107,-94.0228,40.3609
TABO CREEK WATERSHED DAM E-30,-93.6421,39.131
WEST FORK BIG CREEK DAM B-121,-94.0551,40.2982
KELSO DAM,-92.4069,40.5468
WEST FORK BIG CREEK DAM B-120,-94.0568,40.3027
WEST FORK BIG CREEK DAM B-101,-94.0639,40.3696
OLIVER DAM,-92.3689,40.5586
WEST FORK BIG CREEK DAM B-103,-94.0382,40.3653
FORSYTHE DAM,-92.585,40.5739
EAST FORK BIG CREEK DAM E- 89,-94.0055,40.3428
HOOVER-FRANKUM WATERSHED DAM LT-44,-95.1629,40.3646
WOODWARD LAKE DAM,-93.9011,38.276
UPPER LOCUST CREEK L-145,-93.1231,40.3991
TROUBLESOME CREEK WATERSHED DAM R- 37,-91.6965,39.8947
UPPER LOCUST CREEK W- 40,-93.1815,40.5275
HOFCO FARMS DAM,-92.6621,39.866
BIG CREEK-HURRICANE CREEK B- 48E,-93.4087,39.5517
SCHLDMAN DAM,-92.7611,40.0906
UPPER LOCUST CREEK W- 67,-93.1945,40.4641
LAKE RHONDA,-92.405,40.1313
TROUBLESOME CREEK WATERSHED DAM R- 43,-91.6493,39.9109
TROUBLESOME CREEK WATERSHED DAM S- 94,-91.7695,39.9306
KYSAR LAKE,-94.3924,37.9676
MONITEAU CREEK WS DAM M- 68,-92.5024,39.2148
MONITEAU CREEK WS DAM L- 17,-92.5803,39.1777
LARRY BROWN,-89.9856,36.8693
WILMA WALKUP DAM,-91.8348,39.5447
KEN BUCHHEIT DAM,-89.7598,37.5944
UPPER LOCUST CREEK W- 24,-93.2514,40.5768
TROUBLESOME CREEK WATERSHED DAM T-127,-91.9815,40.1408
BIG CREEK-HURRICANE CREEK B- 26,-93.5055,39.4922
BIG CREEK-HURRICANE CREEK S- 12,-93.4883,39.4443
EAST LOCUST CREEK WATERSHED DAM E-  7,-93.0411,40.3796
BRANDT LAKE DAM,-91.3974,38.3921
SILVER LAKE DAM,-90.7567,38.1893
GOIN HIDDEN LAKE #2,-93.4885,38.2947
THOUSAND OAKS DAM,-94.7508,39.2087
MO NO NAME,-91.3111,38.2653
TRINITY LAKE DAM,-91.0746,38.7737
DOUGHERTY DAM,-91.505,38.411
RAINEY LAKE DAM,-92.475,37.8233
DALTON DAM,-92.4129,38.4354
WALLER LAKE DAM,-90.0611,36.5696
DON MARTI LAKE,-94.4055,37.4088
LAKE JANNA DAM,-90.2422,37.1364
HAYES LAKE DAM,-91.6871,38.0782
GLEN OWEN DAM,-90.8118,38.5126
WAYMAN-FUHRING LAKE DAM,-91.5947,37.9941
LEPPER LAKE DAM,-90.1536,36.932
RAEKER LAKE DAM,-91.5042,38.3097
PORT HUDSON LAKE DAM,-91.2682,38.4737
SEVEN LAKES DAM #4,-90.6361,37.2498
MORRIS LAKE DAM,-92.4104,37.5959
EIOELWEISS DAM,-91.0669,38.7667
KUHRTS LAKE DAM,-92.0164,38.0443
LAC SHAYNE DAM,-90.6433,37.8973
WOODLAND HILLS SUBDIVISION LAKE DAM,-90.8118,38.385
EVANS LAKE DAM WEST,-89.6845,37.2567
WHITE-BOVERI DAM,-91.1259,38.6858
JARVIS LAKE DAM,-91.3199,38.384
DIEBOLD ORCHARDS DAM-SEC 13,-89.5751,37.1769
WOLFNER DAM,-90.788,38.6746
WEST PEAK QUARRY DAM #2,-90.7098,37.3504
BROWN'S DAM #1,-95.548,40.4069
SCHEPP LAKE DAM,-91.1788,38.5125
GALINDO FAMILY DAM,-93.1586,36.9314
GIBSON MEMORIAL DAM,-90.9275,37.985
GALBECHT LAKE DAM,-93.3161,39.511
GOIN HIDDEN LAKE #1,-93.4872,38.2905
ISLEY LAKE DAM,-91.1623,38.7787
RENN'S LAKE DAM-T45N,-92.3185,38.6228
LOST VALLEY-WEST-LAKE DAM,-90.7917,38.226
DOUBLE D RANCH DAM,-91.1771,38.76
DEPPERMANN LAKE DAM,-91.1799,38.5099
BIG WOODS LAKE DAM,-90.6121,38.0737
MO NO NAME (INNSBROOK ESTATES),-91.0633,38.7757
WALTER SMITH DAM,-92.8567,39.9828
DOUGHTY FARM POND DAM,-93.7468,39.9171
FORD DAM,-92.6725,40.5517
ZIMMERMAN DAM,-92.0958,40.3232
HIGGS LAKE DAM,-93.6443,38.5412
WHITNEY DAM,-92.6313,40.3515
BYERS LAKE,-91.3887,39.5419
EAST LOCUST CREEK WATERSHED DAM E-  4,-93.0882,40.3804
BUCKLES DAM NO. 1,-94.7638,39.7039
MILLER DAM,-92.6183,40.1438
TABO CREEK WATERSHED DAM A-31,-93.8144,39.0341
UPPER LITTLE BLACK WATERSHED DAM A-5,-90.6075,36.726
TALLMAN NO 2 DAM,-92.4966,40.4953
BULLOCK LAKE DAM,-93.5743,38.4995
GRIFFITH DAM,-92.6004,40.542
BUCK & DOE RUN WATERSHED DAM LT-74,-91.5502,40.1687
HISER DAM NO 1,-93.9103,39.4307
GALL DAM,-92.8317,39.7955
WEST FORK BIG CREEK DAM B-135,-94.0946,40.2394
CLAPHAM CA-29-6003-079-0010-11,-93.5672,40.2577
RUTH SHIRLEY DAM,-93.6375,39.4906
EAST FORK BIG CREEK DAM E- 27,-93.9143,40.4973
PLATTE RIVER TRIB WATERSHED DAM 12-C,-94.5824,40.5316
WEST FORK BIG CREEK DAM P- 19,-93.961,40.2458
EAST LOCUST CREEK WATERSHED DAM E-75,-93.0893,40.173
BIG CREEK-HURRICANE CREEK B- 72,-93.4186,39.6367
MCCUTCHAN DAM,-91.6512,40.1626
EAST LOCUST CREEK WATERSHED DAM E- 38B,-93.1054,40.2885
GRASSY CREEK WATERSHED DAM G- 85,-91.7443,39.9941
MONITEAU CREEK WS DAM M- 51,-92.5132,39.1718
EAST YELLOW CREEK H- 27,-92.8964,39.9751
UPPER LOCUST CREEK L- 78,-93.153,40.5634
ROLLS DAM,-92.4569,39.4568
TROUBLESOME CREEK WATERSHED DAM S- 76,-91.7715,39.9759
BIG CREEK-HURRICANE CREEK B- 14,-93.5555,39.4977
TROUBLESOME CREEK WATERSHED DAM T- 39,-92.0949,40.1263
EAST LOCUST CREEK WATERSHED DAM E-128,-93.1035,40.0797
DON NAIL,-94.1634,39.2616
WESTERN DAM,-92.5745,40.3272
EAST YELLOW CREEK H- 34,-92.9013,39.9416
EAST YELLOW CREEK H- 30,-92.8717,39.9715
UPPER LOCUST CREEK L- 75,-93.1656,40.5799
PHILNOR FARMS,-91.2995,38.5804
ROBINSON DAM,-92.0853,40.5997
SNODDY,-92.8124,39.0487
NEWTON LAKE DAM,-91.1461,38.515
THOMASON LAKE DAM,-90.0199,36.7281
EMERALD LAKE DAM,-91.078,38.0998
SUNSWEPT LAKE DAM,-91.4135,38.4249
BLOODLAND LAKE,-92.1566,37.6924
CHARLES MAYFIELD LAKE,-94.1818,37.5414
CLIFTON MAYO DAM,-94.4102,37.5854
UPPER LITTLE BLACK D-5 DAM,-90.6308,36.6926
ECKLUND LAKE DAM,-92.7061,37.603
LAWLESS LAKE DAM,-90.6843,37.4016
BILL MCELWAIN IRRIGATION LAKE DAM,-94.2499,38.291
KHANI DAM,-90.9506,38.7907
BROWN LAKE DAM,-91.0477,38.5377
VILLAGE OF GREEN TRAILS DAM,-90.5292,38.6669
HOPKINS LAKE DAM,-90.7647,38.0538
WHITTEN LAKE DAM (DRY),-89.698,36.7666
PENNY LAKE DAM,-93.9507,39.7533
FRIENDSHIP VILLAGE OF WEST COUNTY DAM,-90.547,38.6648
FALL CREEK DAM,-93.2981,36.6397
ROPER LAKE DAM,-90.2948,36.9092
SOUTH SEDIMENT POND DAM,-91.5286,38.4379
"LAKE WINNEBAGO DAM EXPANSION, NOT BLT",-94.3489,38.8091
HILL AND DALE DAM WEST,-90.9977,37.0574
BARBER LAKE DAM NO 2,-93.6007,38.548
DURGENS CREEK WATERSHED DAM 39,-91.5479,40.0305
HOMER MEDSKER STRUCTURE DAM,-94.9667,40.2046
WEST FORK BIG CREEK DAM B-130,-94.1021,40.2661
EAST FORK BIG CREEK DAM E- 28,-93.9299,40.5673
BRADLEY DAM NO 1,-94.368,40.5358
PANTHER CREEK WATERSHED DAM E-  2,-93.8105,40.3401
NEWLAND SEC-20 LAKE DAM,-93.8104,38.944
NELSON DAM NO. 1,-94.3032,39.3954
TROUBLESOME CREEK WATERSHED DAM T- 30,-92.1447,40.1937
ROGER O'BANNON IRR. RES.,-92.2165,39.3754
ROAMER DAM,-92.3855,39.8578
WEST FORK BIG CREEK DAM B- 97,-94.0506,40.3865
SOUTH FORK BLACKWATER RIVER DAM E-29,-94.0085,38.7045
ROBERTS DAM,-92.5082,40.5649
102 RIVER TRIBUTARIES DAM LT-41,-94.85,40.3833
JEFF & CARYL LANCE DAM #1,-94.7447,39.9142
HAMLIN DAM,-91.7599,40.1426
WARD LAKE DAM,-92.6457,40.2048
WOOD DAM,-91.6014,40.4424
E.BR SO FK BLACKWATER F-33,-94.044,38.827
BEMEAR,-93.3498,40.3556
E.BR SO FK BLACKWATER C-16,-94.0441,38.8624
GRINDSTONE-LOST-MUDDY WATERSHED DAM D-  5,-94.3819,39.9798
SPRINGER-SHARON SITE CA-33-H-55-1,-93.7781,40.2328
M HOEFER LAKE DAM,-93.8508,39.041
GREEN HILLS RANCH LAKE DAM,-93.0078,40.3589
BURNS LAKE DAM,-93.6862,38.362
BYRN DAM,-92.4355,40.3703
E.BR SO FK BLACKWATER C-13,-94.036,38.8842
SOUTH FORK BLACKWATER RIVER DAM A-27,-94.0667,38.8073
TROUBLESOME CREEK WATERSHED DAM S- 52,-91.8732,40.0026
GRINDSTONE-LOST-MUDDY WATERSHED DAM C-39B,-94.4829,40.0173
GEORGE BALLE STRUCTURE DAM,-94.6126,40.4366
DURGENS CREEK WATERSHED DAM LTS-120,-91.5523,40.0378
MILLAM LAKE DAM,-93.7625,38.4737
MILLER DAM,-90.1536,37.1133
B DAM,-93.0776,40.3796
RICHARDS DAM NO. 2,-94.3738,40.4912
TROUBLESOME CREEK WATERSHED DAM R- 27,-91.7294,39.9556
SPRINGER-SHARON SITE CA-33-H-55-4,-93.7826,40.2626
FREMON DAM,-92.6212,40.5508
TROUBLESOME CREEK WATERSHED DAM T- 28,-92.1481,40.2181
E.BR SO FK BLACKWATER C-17,-94.0345,38.8719
UPPER LOCUST CREEK L- 91,-93.1187,40.5273
BIG CREEK-HURRICANE CREEK B- 79,-93.4165,39.6201
MILLER DAM,-91.9004,40.0448
EAST LOCUST CREEK WATERSHED DAM E- 38A,-93.1068,40.2903
TROUBLESOME CREEK WATERSHED DAM T- 43,-92.0532,40.1398
JOHN MANKOPF DAM,-92.1277,40.5631
EAST LOCUST CREEK WATERSHED DAM E-  8,-93.07,40.3799
LARRY COOK DAM,-93.2783,40.1653
GENTEMANN DAM,-92.2658,40.5577
UPPER LOCUST CREEK W- 55,-93.1679,40.4996
DANEY DAM,-93.3233,40.3417
BIG CREEK-HURRICANE CREEK M- 19,-93.4939,39.6305
EAST YELLOW CREEK H- 25,-92.8939,39.9872
GRASSY CREEK WATERSHED DAM G- 84,-91.7559,39.9876
GRASSY CREEK WATERSHED DAM G- 99,-91.6416,39.9407
WAYBILL DAM,-92.7819,40.2065
RODNEY BARBER DAM,-89.6362,37.6887
BIG CREEK-HURRICANE CREEK B- 47,-93.4146,39.5354
MOZINGO CREEK WATERSHED SITE 17,-94.7244,40.4977
EAST LOCUST CREEK WATERSHED DAM E-136,-93.0851,40.0534
HALL DAM,-92.7248,39.7264
GARY COCHENOUR DAM,-92.0024,40.4453
RICE LAKE DAM EAST,-89.8698,36.9964
RUSH ISLAND FLY ASH,-90.2612,38.1282
TRUE FEMME OSAGE DAM,-90.9145,38.6652
HEWLETT LAKE DAM,-90.4464,36.7654
CITY OF FENTON DAM #2,-90.4561,38.5289
DIEBOLD ORCHARDS DAM-SEC 14,-89.5791,37.1789
FARTHING WEST DAM/(DRY),-92.7319,37.0933
VIOLA SHERMAN DAM,-94.549,38.5473
TWEEDIE FARMS LAKE DAM,-93.7373,39.4118
FRERICKS SECT-34 LAKE DAM,-91.4767,38.2466
BILL JOHNSON LAKE,-94.2308,37.5438
BURTON DUENKE #1 DAM,-92.7002,38.1332
SCHNEIDER LAKE DAM UPPER,-91.4308,38.6133
ED'S LAKE B DAM,-92.7581,39.8672
GILLMING LAKE DAM,-92.4873,37.7705
SPARLIN LAKE DAM-SEC 3,-92.6755,37.1501
HOLMES FAMILY LAKE DAM,-91.6745,38.1451
EMERALD LAKE DAM,-90.8105,36.648
HAWK'S POINT DAM (NOT BUILT),-90.5687,38.2452
JOHN COWAN DAM,-89.8754,36.9272
KOZLOWSKI LAKE DAM,-91.3903,38.1732
MARTHASVILLE MV-5 DAM,-91.0639,38.6419
HARRISON TWP SITE CA-89-G-H-10,-93.6913,40.1476
SNYDER DAM,-92.7963,40.1119
DORSEY SWEARINGIN DAM,-92.2574,40.3173
BEVILL DAM,-91.765,39.8362
"MEESY, MIKE DAM",-90.043,36.6847
SWINDLER DAM,-92.3572,40.4584
POE DAM,-92.3852,40.4049
BUCK & DOE RUN WATERSHED DAM LT-68,-91.5735,40.1443
CHARLES MATTISON STRUCTURE DAM,-94.7591,40.2454
EAST FORK BIG CREEK DAM E- 35,-93.9824,40.49
REYNOLDS DAM,-92.374,40.1269
FORD LAKE DAM,-92.6057,40.5159
UPPER LITTLE BLACK WATERSHED DAM D- 7,-90.6415,36.7194
KIETH KERBY FARM POND,-92.6274,40.5271
BAUGHMAN DAM,-92.5887,40.4898
MALLEN LAKE DAM,-94.5,39.7
SOUTH FORK BLACKWATER RIVER DAM E-26,-94.0171,38.762
PANTHER CREEK WATERSHED DAM LT- 21,-93.8317,40.3563
SMITHY DAM NO. 1,-94.0553,39.198
BRIGHT DAM,-91.9702,39.4009
TROUBLESOME CREEK WATERSHED DAM S- 95,-91.7696,39.9441
WEST FORK BIG CREEK DAM B-153,-94.0195,40.1933
JERRY DAVIS,-89.5277,37.3789
TROUBLESOME CREEK WATERSHED DAM S- 54,-91.8533,40.0005
EAST LOCUST CREEK WATERSHED DAM E- 83,-93.1007,40.1333
HINTON LAKE DAM NO 2,-93.6533,38.4455
